SUBDIVISION,YEAR,ANNUAL
Vidarbha,1971,882.3
Vidarbha,1972,740.9000000000003
Vidarbha,1973,1162.5
Vidarbha,1974,840.8000000000003
Vidarbha,1975,1324
Vidarbha,1976,974.8
Vidarbha,1977,1068
Vidarbha,1978,1249.4
Vidarbha,1979,1087.3
Vidarbha,1980,1042.4999999999998
Vidarbha,1981,1218.6
Vidarbha,1982,856.1
Vidarbha,1983,1240.5
Vidarbha,1984,810.6000000000001
Vidarbha,1985,876.9
Vidarbha,1986,1157.1
Vidarbha,1987,822.6
Vidarbha,1988,1308.6
Vidarbha,1989,997.8
Vidarbha,1990,1504.7999999999995
Vidarbha,1991,838.7
Vidarbha,1992,1148.8000000000004
Vidarbha,1993,1023.1
Vidarbha,1994,1427.1
Vidarbha,1995,1077.4999999999998
Vidarbha,1996,854.9
Vidarbha,1997,1039.3
Vidarbha,1998,1061.8
Vidarbha,1999,1165
Vidarbha,2000,1105.2
Vidarbha,2001,1122.1
Vidarbha,2002,926.1
Vidarbha,2003,1018.5
Vidarbha,2004,731.9
Vidarbha,2005,1214.6
Vidarbha,2006,1215.5
Vidarbha,2007,1167
Vidarbha,2008,866.6
Vidarbha,2009,770.8
Vidarbha,2010,1338.1
Vidarbha,2011,893.1000000000001
Vidarbha,2012,1107.8000000000004
Vidarbha,2013,1520.2
Vidarbha,2014,919
Vidarbha,2015,993.6
Vidarbha,2016,1163.8
Vidarbha,2017,803
Chhattisgarh,1901,1386.9
Chhattisgarh,1902,923.9000000000004
Chhattisgarh,1903,1331.1
Chhattisgarh,1904,1492.4
Chhattisgarh,1905,1250.9
Chhattisgarh,1906,1394.6
Chhattisgarh,1907,1308.7999999999995
Chhattisgarh,1908,1488.8
Chhattisgarh,1909,1284.1
Chhattisgarh,1910,1407.3
Chhattisgarh,1911,1504.2999999999995
Chhattisgarh,1912,1226.9
Chhattisgarh,1913,1234.7000000000005
Chhattisgarh,1914,1418
Chhattisgarh,1915,1455.9
Chhattisgarh,1916,1443.1
Chhattisgarh,1917,1727.6999999999994
Chhattisgarh,1918,1377.3
Chhattisgarh,1919,1859
Chhattisgarh,1920,1203.4
Chhattisgarh,1921,1319.2
Chhattisgarh,1922,1308.8
Chhattisgarh,1923,1387.2000000000005
Chhattisgarh,1924,1334.3
Chhattisgarh,1925,1736.9999999999998
Chhattisgarh,1926,1634.8000000000006
Chhattisgarh,1927,1537.2
Chhattisgarh,1928,1219.1
Chhattisgarh,1929,1663.8000000000006
Chhattisgarh,1930,1383.6
Chhattisgarh,1931,1466.9
Chhattisgarh,1932,1357.4
Chhattisgarh,1933,1650.8000000000006
Chhattisgarh,1934,1529
Chhattisgarh,1935,1269.1999999999996
Chhattisgarh,1936,1826.2
Chhattisgarh,1937,1616.6999999999994
Chhattisgarh,1938,1505.8
Chhattisgarh,1939,1480.4
Chhattisgarh,1940,1448.5
Chhattisgarh,1941,1005.1
Chhattisgarh,1942,1598.1
Chhattisgarh,1943,1644.9999999999998
Chhattisgarh,1944,1792.6
Chhattisgarh,1945,1585.500000000001
Chhattisgarh,1946,1599.1
Chhattisgarh,1947,1599.7
Chhattisgarh,1948,1491.7000000000005
Chhattisgarh,1949,1499.5
Chhattisgarh,1950,1292.2
Chhattisgarh,1951,1411.6
Chhattisgarh,1952,1396.4
Chhattisgarh,1953,1370.2
Chhattisgarh,1954,1193.8000000000004
Chhattisgarh,1955,1440.7
Chhattisgarh,1956,1557
Chhattisgarh,1957,1222.4
Chhattisgarh,1958,1520.9
Chhattisgarh,1959,1544.3
Chhattisgarh,1960,1364.4000000000003
Chhattisgarh,1961,1973.9
Chhattisgarh,1962,1124.7
Chhattisgarh,1963,1337.1
Chhattisgarh,1964,1508.9
Chhattisgarh,1965,941.5
Chhattisgarh,1966,1087
Chhattisgarh,1967,1472.4
Chhattisgarh,1968,1168
Chhattisgarh,1969,1172.5
Chhattisgarh,1970,1501.5000000000002
Chhattisgarh,1971,1533.8000000000006
Chhattisgarh,1972,1199.0000000000002
Chhattisgarh,1973,1467.3
Chhattisgarh,1974,951.0999999999996
Chhattisgarh,1975,1475.3000000000006
Chhattisgarh,1976,1379.4
Chhattisgarh,1977,1465.3000000000006
Chhattisgarh,1978,1370.3000000000004
Chhattisgarh,1979,904.6
Chhattisgarh,1980,1495.4
Chhattisgarh,1981,1216.4
Chhattisgarh,1982,1197.3
Chhattisgarh,1983,1372.1
Chhattisgarh,1984,1254.7
Chhattisgarh,1985,1237.5
Chhattisgarh,1986,1368.6
Chhattisgarh,1987,1142.8
Chhattisgarh,1988,1206.3000000000004
Chhattisgarh,1989,1187.2000000000005
Chhattisgarh,1990,1643.9
Chhattisgarh,1991,1220.9
Chhattisgarh,1992,1156.6
Chhattisgarh,1993,1205.4
Chhattisgarh,1994,1754.6
Chhattisgarh,1995,1280.7
Chhattisgarh,1996,1187.1
Chhattisgarh,1997,1317.2000000000005
Chhattisgarh,1998,1332.6999999999996
Chhattisgarh,1999,1322.7
Chhattisgarh,2000,906.4
Chhattisgarh,2001,1600.1
Chhattisgarh,2002,990.4
Chhattisgarh,2003,1694.2
Chhattisgarh,2004,1144.7
Chhattisgarh,2005,1287.3
Chhattisgarh,2006,1317.8
Chhattisgarh,2007,1281.2
Chhattisgarh,2008,1108.6
Chhattisgarh,2009,956.7
Chhattisgarh,2010,1306.6
Chhattisgarh,2011,1302.6
Chhattisgarh,2012,1377.4
Chhattisgarh,2013,1420.0000000000002
Chhattisgarh,2014,1278.6
Chhattisgarh,2015,1117.7
Chhattisgarh,2016,1315.9
Chhattisgarh,2017,1124.5
Coastal Andhra Pradesh,1901,993.7
Coastal Andhra Pradesh,1902,1063.5
Coastal Andhra Pradesh,1903,1316.1
Coastal Andhra Pradesh,1904,860.1
Coastal Andhra Pradesh,1905,795.0000000000001
Coastal Andhra Pradesh,1906,1021.4
Coastal Andhra Pradesh,1907,817.9000000000003
Coastal Andhra Pradesh,1908,842.1999999999997
Coastal Andhra Pradesh,1909,867.5
Coastal Andhra Pradesh,1910,1254.7
Coastal Andhra Pradesh,1911,819.4000000000003
Coastal Andhra Pradesh,1912,903.6
Coastal Andhra Pradesh,1913,840.9
Coastal Andhra Pradesh,1914,1013.1
Coastal Andhra Pradesh,1915,1347.3
Coastal Andhra Pradesh,1916,1351.2999999999995
Coastal Andhra Pradesh,1917,1289.6999999999996
Coastal Andhra Pradesh,1918,778
Coastal Andhra Pradesh,1919,1141.4
Coastal Andhra Pradesh,1920,723.4000000000003
Coastal Andhra Pradesh,1921,1015.2000000000004
Coastal Andhra Pradesh,1922,853.2
Coastal Andhra Pradesh,1923,1126.3
Coastal Andhra Pradesh,1924,1181.9
Coastal Andhra Pradesh,1925,1238.5
Coastal Andhra Pradesh,1926,870.7
Coastal Andhra Pradesh,1927,1052.9
Coastal Andhra Pradesh,1928,1101.4
Coastal Andhra Pradesh,1929,859.0999999999997
Coastal Andhra Pradesh,1930,1222.8000000000004
Coastal Andhra Pradesh,1931,1287
Coastal Andhra Pradesh,1932,971.6
Coastal Andhra Pradesh,1933,1087.3
Coastal Andhra Pradesh,1934,884.1000000000001
Coastal Andhra Pradesh,1935,751.2000000000003
Coastal Andhra Pradesh,1936,1328.6999999999996
Coastal Andhra Pradesh,1937,892.1
Coastal Andhra Pradesh,1938,1206.2000000000005
Coastal Andhra Pradesh,1939,1070.3
Coastal Andhra Pradesh,1940,1069.1
Coastal Andhra Pradesh,1941,1026.4
Coastal Andhra Pradesh,1942,879.8
Coastal Andhra Pradesh,1943,977.8
Coastal Andhra Pradesh,1944,1155.8
Coastal Andhra Pradesh,1945,991.6
Coastal Andhra Pradesh,1946,970.2999999999996
Coastal Andhra Pradesh,1947,1126.1
Coastal Andhra Pradesh,1948,1024.5
Coastal Andhra Pradesh,1949,1217.4
Coastal Andhra Pradesh,1950,986
Coastal Andhra Pradesh,1951,1096.2
Coastal Andhra Pradesh,1952,916.6
Coastal Andhra Pradesh,1953,990
Coastal Andhra Pradesh,1954,1153.5
Coastal Andhra Pradesh,1955,1379
Coastal Andhra Pradesh,1956,1408.6
Coastal Andhra Pradesh,1957,1017.7
Coastal Andhra Pradesh,1958,1605.4
Coastal Andhra Pradesh,1959,1120.7
Coastal Andhra Pradesh,1960,943.6999999999996
Coastal Andhra Pradesh,1961,1119.3
Coastal Andhra Pradesh,1962,1345.5
Coastal Andhra Pradesh,1963,1023.9000000000004
Coastal Andhra Pradesh,1964,1061
Coastal Andhra Pradesh,1965,754.3
Coastal Andhra Pradesh,1966,954.7
Coastal Andhra Pradesh,1967,843.1999999999997
Coastal Andhra Pradesh,1968,838.9999999999999
Coastal Andhra Pradesh,1969,1279.7
Coastal Andhra Pradesh,1970,1064
Coastal Andhra Pradesh,1971,1033.2
Coastal Andhra Pradesh,1972,1028.4
Coastal Andhra Pradesh,1973,859
Coastal Andhra Pradesh,1974,944.9
Coastal Andhra Pradesh,1975,1192.4
Coastal Andhra Pradesh,1976,1090.1
Coastal Andhra Pradesh,1977,1132.8
Coastal Andhra Pradesh,1978,1038.2
Coastal Andhra Pradesh,1979,934.2
Coastal Andhra Pradesh,1980,1014.8
Coastal Andhra Pradesh,1981,929.3
Coastal Andhra Pradesh,1982,888.5
Coastal Andhra Pradesh,1983,1195.9
Coastal Andhra Pradesh,1984,785.3
Coastal Andhra Pradesh,1985,967.6
Coastal Andhra Pradesh,1986,1009.9
Coastal Andhra Pradesh,1987,1079.8
Coastal Andhra Pradesh,1988,1164.9
Coastal Andhra Pradesh,1989,1030.1
Coastal Andhra Pradesh,1990,1611.3
Coastal Andhra Pradesh,1991,1122.2
Coastal Andhra Pradesh,1992,1000.9
Coastal Andhra Pradesh,1993,869.7
Coastal Andhra Pradesh,1994,1154.9
Coastal Andhra Pradesh,1995,1352
Coastal Andhra Pradesh,1996,1210.8000000000004
Coastal Andhra Pradesh,1997,971.9
Coastal Andhra Pradesh,1998,1310.6999999999996
Coastal Andhra Pradesh,1999,825.1999999999997
Coastal Andhra Pradesh,2000,992.3
Coastal Andhra Pradesh,2001,1009.5
Coastal Andhra Pradesh,2002,703.2
Coastal Andhra Pradesh,2003,1096.9999999999998
Coastal Andhra Pradesh,2004,873.8000000000003
Coastal Andhra Pradesh,2005,1221.6
Coastal Andhra Pradesh,2006,1159.6
Coastal Andhra Pradesh,2007,1099.4
Coastal Andhra Pradesh,2008,1107.5
Coastal Andhra Pradesh,2009,790.5
Coastal Andhra Pradesh,2010,1712.5000000000002
Coastal Andhra Pradesh,2011,861.8
Coastal Andhra Pradesh,2012,1318.3
Coastal Andhra Pradesh,2013,1120.4
Coastal Andhra Pradesh,2014,875.1000000000001
Coastal Andhra Pradesh,2015,1011
Coastal Andhra Pradesh,2016,909
Coastal Andhra Pradesh,2017,892.7
Telangana,1901,827.7
Telangana,1902,630.4000000000002
Telangana,1903,1283.5
Telangana,1904,526.7
Telangana,1905,724.8000000000003
Telangana,1906,855.2999999999997
Telangana,1907,843.6
Telangana,1908,982.8
Telangana,1909,769.5000000000001
Telangana,1910,975.7999999999996
Telangana,1911,662
Telangana,1912,743.8
Telangana,1913,732.1000000000001
Telangana,1914,1083.4
Telangana,1915,1022
Telangana,1916,1162.6999999999996
Telangana,1917,1205.9
Telangana,1918,554.8
Telangana,1919,894.4999999999999
Telangana,1920,436.8
Telangana,1921,1003.4
Telangana,1922,767.7
Telangana,1923,786.3
Telangana,1924,944.4
Telangana,1925,1167.8999999999996
Telangana,1926,763.5
Telangana,1927,1005.6
Telangana,1928,1006.3
Telangana,1929,790.6999999999997
Telangana,1930,835.9
Telangana,1931,1183
Telangana,1932,949.9
Telangana,1933,1396.1
Telangana,1934,928
Telangana,1935,898.5000000000001
Telangana,1936,1156.9
Telangana,1937,866
Telangana,1938,1175.4
Telangana,1939,740.0999999999997
Telangana,1940,1082.6
Telangana,1941,594.4000000000002
Telangana,1942,907
Telangana,1943,899.4
Telangana,1944,960.4
Telangana,1945,1027.5
Telangana,1946,822.9
Telangana,1947,1005.5
Telangana,1948,915
Telangana,1949,1038.6
Telangana,1950,761.4
Telangana,1951,900.8
Telangana,1952,729.7999999999997
Telangana,1953,1272
Telangana,1954,928.4
Telangana,1955,1203.2
Telangana,1956,1120.6
Telangana,1957,983.2
Telangana,1958,1113.8000000000004
Telangana,1959,1224.1999999999996
Telangana,1960,839.5
Telangana,1961,1146.6
Telangana,1962,1138.7
Telangana,1963,1010.2
Telangana,1964,887.5000000000001
Telangana,1965,778.8000000000003
Telangana,1966,971
Telangana,1967,942.1
Telangana,1968,748.5
Telangana,1969,1047.1
Telangana,1970,970.2
Telangana,1971,729.1999999999997
Telangana,1972,670.8
Telangana,1973,1042.4
Telangana,1974,830.1999999999997
Telangana,1975,1215.7
Telangana,1976,1035.7
Telangana,1977,808.5000000000001
Telangana,1978,1311.8
Telangana,1979,791.7
Telangana,1980,922.5
Telangana,1981,1143.8
Telangana,1982,933.2
Telangana,1983,1497.4
Telangana,1984,742.6
Telangana,1985,785.8
Telangana,1986,1007.3
Telangana,1987,977
Telangana,1988,1544.8
Telangana,1989,1161.0000000000002
Telangana,1990,1425.4999999999998
Telangana,1991,848.9999999999999
Telangana,1992,863.5000000000001
Telangana,1993,885.6
Telangana,1994,975.9
Telangana,1995,1285.9
Telangana,1996,986.8
Telangana,1997,855.8999999999999
Telangana,1998,1093.1
Telangana,1999,863.6000000000001
Telangana,2000,1077.9
Telangana,2001,922.2
Telangana,2002,765.3
Telangana,2003,963.3
Telangana,2004,667.1
Telangana,2005,1163
Telangana,2006,1052.9
Telangana,2007,843.3
Telangana,2008,1035.3
Telangana,2009,666.2000000000003
Telangana,2010,1276.5
Telangana,2011,753.1
Telangana,2012,1008.6
Telangana,2013,1348.7000000000005
Telangana,2014,746.4
Telangana,2015,857.1999999999997
Telangana,2016,1043.4
Telangana,2017,815.6999999999997
Rayalseema,1901,714
Rayalseema,1902,818.3999999999999
Rayalseema,1903,1138.1999999999996
Rayalseema,1904,433.4
Rayalseema,1905,703.1999999999997
Rayalseema,1906,912.7
Rayalseema,1907,640.4
Rayalseema,1908,617.1999999999998
Rayalseema,1909,870.6999999999997
Rayalseema,1910,1001.2
Rayalseema,1911,590.6
Rayalseema,1912,745.5
Rayalseema,1913,616.3
Rayalseema,1914,678.3999999999999
Rayalseema,1915,923
Rayalseema,1916,1047.2
Rayalseema,1917,933.1
Rayalseema,1918,646.1
Rayalseema,1919,890.5000000000001
Rayalseema,1920,674.8
Rayalseema,1921,743.6000000000001
Rayalseema,1922,770.2
Rayalseema,1923,515.8000000000002
Rayalseema,1924,684.3
Rayalseema,1925,865.5
Rayalseema,1926,682.5000000000001
Rayalseema,1927,682
Rayalseema,1928,711.1999999999997
Rayalseema,1929,696.6999999999997
Rayalseema,1930,995.5
Rayalseema,1931,719.1
Rayalseema,1932,635.8000000000002
Rayalseema,1933,678.2
Rayalseema,1934,611.4
Rayalseema,1935,782.3
Rayalseema,1936,695.5999999999997
Rayalseema,1937,775.3999999999999
Rayalseema,1938,674.5
Rayalseema,1939,798.2
Rayalseema,1940,904.6
Rayalseema,1941,653.3000000000002
Rayalseema,1942,536.9
Rayalseema,1943,1036.7
Rayalseema,1944,917.6
Rayalseema,1945,604.0000000000001
Rayalseema,1946,953.7
Rayalseema,1947,624.4
Rayalseema,1948,608.7
Rayalseema,1949,826.6
Rayalseema,1950,510.8999999999999
Rayalseema,1951,538.4000000000002
Rayalseema,1952,701.4000000000003
Rayalseema,1953,795.6
Rayalseema,1954,785.2
Rayalseema,1955,816.3999999999999
Rayalseema,1956,930.8
Rayalseema,1957,571.8
Rayalseema,1958,808.2
Rayalseema,1959,635.6999999999998
Rayalseema,1960,744.2
Rayalseema,1961,651.4
Rayalseema,1962,816.1999999999997
Rayalseema,1963,709
Rayalseema,1964,791.5999999999997
Rayalseema,1965,596.1999999999998
Rayalseema,1966,904.1
Rayalseema,1967,737.8000000000003
Rayalseema,1968,623.9999999999999
Rayalseema,1969,842.3
Rayalseema,1970,776.4
Rayalseema,1971,621.1999999999998
Rayalseema,1972,826.0999999999997
Rayalseema,1973,689.4000000000003
Rayalseema,1974,728.3000000000003
Rayalseema,1975,1041.5
Rayalseema,1976,817.0000000000001
Rayalseema,1977,866.5
Rayalseema,1978,869.0999999999997
Rayalseema,1979,813.4999999999999
Rayalseema,1980,573.5999999999998
Rayalseema,1981,785.3
Rayalseema,1982,595.4
Rayalseema,1983,943
Rayalseema,1984,733
Rayalseema,1985,685.9
Rayalseema,1986,580.9
Rayalseema,1987,769.4
Rayalseema,1988,842.1999999999997
Rayalseema,1989,693.6000000000001
Rayalseema,1990,930.7
Rayalseema,1991,967.6
Rayalseema,1992,596.1
Rayalseema,1993,886.8999999999999
Rayalseema,1994,690.5
Rayalseema,1995,874.3
Rayalseema,1996,1277.6999999999996
Rayalseema,1997,835.0999999999997
Rayalseema,1998,947.9
Rayalseema,1999,537.1999999999998
Rayalseema,2000,871.3
Rayalseema,2001,924.6
Rayalseema,2002,615.3000000000002
Rayalseema,2003,725.4000000000003
Rayalseema,2004,741.7
Rayalseema,2005,1066.4
Rayalseema,2006,638.1
Rayalseema,2007,980.6
Rayalseema,2008,797.9
Rayalseema,2009,688.3
Rayalseema,2010,963.5
Rayalseema,2011,738.2
Rayalseema,2012,715.1
Rayalseema,2013,762.5999999999997
Rayalseema,2014,551.8999999999999
Rayalseema,2015,1047.1
Rayalseema,2016,555.4
Rayalseema,2017,834.5
Tamil Nadu,1901,960.4
Tamil Nadu,1902,1138.4
Tamil Nadu,1903,1163.8
Tamil Nadu,1904,663.3
Tamil Nadu,1905,821.1000000000001
Tamil Nadu,1906,990.1
Tamil Nadu,1907,885.6
Tamil Nadu,1908,765
Tamil Nadu,1909,954.5
Tamil Nadu,1910,943.6
Tamil Nadu,1911,815.1
Tamil Nadu,1912,904.1
Tamil Nadu,1913,879.0000000000001
Tamil Nadu,1914,953.3
Tamil Nadu,1915,988.6
Tamil Nadu,1916,897.5
Tamil Nadu,1917,948.3
Tamil Nadu,1918,871.8000000000003
Tamil Nadu,1919,1028.6
Tamil Nadu,1920,1154.3
Tamil Nadu,1921,979.3
Tamil Nadu,1922,1080.3
Tamil Nadu,1923,834.1
Tamil Nadu,1924,895.2
Tamil Nadu,1925,1013.5
Tamil Nadu,1926,815.7
Tamil Nadu,1927,830
Tamil Nadu,1928,970.9
Tamil Nadu,1929,977.7
Tamil Nadu,1930,1275.4
Tamil Nadu,1931,1039.8
Tamil Nadu,1932,1109.8
Tamil Nadu,1933,1010.9
Tamil Nadu,1934,839.6999999999997
Tamil Nadu,1935,893.8
Tamil Nadu,1936,944.5
Tamil Nadu,1937,1020
Tamil Nadu,1938,782.9999999999999
Tamil Nadu,1939,1055.8
Tamil Nadu,1940,1178.5000000000002
Tamil Nadu,1941,1006.8
Tamil Nadu,1942,847.3000000000003
Tamil Nadu,1943,1187.4
Tamil Nadu,1944,1227.6
Tamil Nadu,1945,784
Tamil Nadu,1946,1294.1
Tamil Nadu,1947,939.4
Tamil Nadu,1948,906.6
Tamil Nadu,1949,840.4999999999999
Tamil Nadu,1950,747.5
Tamil Nadu,1951,854.9999999999999
Tamil Nadu,1952,716.2
Tamil Nadu,1953,968
Tamil Nadu,1954,1016.3
Tamil Nadu,1955,1060.6
Tamil Nadu,1956,989.8
Tamil Nadu,1957,867
Tamil Nadu,1958,852.4999999999999
Tamil Nadu,1959,894.3
Tamil Nadu,1960,1013.8
Tamil Nadu,1961,910.8
Tamil Nadu,1962,941.6
Tamil Nadu,1963,1072.6999999999996
Tamil Nadu,1964,910.6
Tamil Nadu,1965,921.7
Tamil Nadu,1966,1166.9
Tamil Nadu,1967,899.2
Tamil Nadu,1968,789.4000000000003
Tamil Nadu,1969,961.8
Tamil Nadu,1970,942
Tamil Nadu,1971,1047.6
Tamil Nadu,1972,1093.3
Tamil Nadu,1973,858.7
Tamil Nadu,1974,652.8
Tamil Nadu,1975,923.7
Tamil Nadu,1976,859
Tamil Nadu,1977,1246
Tamil Nadu,1978,998.9
Tamil Nadu,1979,1103.3
Tamil Nadu,1980,709.2
Tamil Nadu,1981,1046
Tamil Nadu,1982,678.8000000000002
Tamil Nadu,1983,1007.9
Tamil Nadu,1984,1023.7
Tamil Nadu,1985,1063.4
Tamil Nadu,1986,953
Tamil Nadu,1987,963.4
Tamil Nadu,1988,837.1999999999997
Tamil Nadu,1989,856.6999999999997
Tamil Nadu,1990,903.2
Tamil Nadu,1991,954.8
Tamil Nadu,1992,918.8
Tamil Nadu,1993,1082.3
Tamil Nadu,1994,905.9
Tamil Nadu,1995,843.4
Tamil Nadu,1996,1069.3
Tamil Nadu,1997,950.5
Tamil Nadu,1998,1079.8
Tamil Nadu,1999,922.6
Tamil Nadu,2000,972.2
Tamil Nadu,2001,483.50000000000006
Tamil Nadu,2002,317.99999999999994
Tamil Nadu,2003,348.5
Tamil Nadu,2004,1037.6
Tamil Nadu,2005,1365.4
Tamil Nadu,2006,927.8
Tamil Nadu,2007,1067.1
Tamil Nadu,2008,1203.4
Tamil Nadu,2009,928.5
Tamil Nadu,2010,1095.3000000000004
Tamil Nadu,2011,926.7
Tamil Nadu,2012,636.2
Tamil Nadu,2013,742
Tamil Nadu,2014,913
Tamil Nadu,2015,1204.6
Tamil Nadu,2016,535.2
Tamil Nadu,2017,973
Coastal Karnataka,1901,3056.8
Coastal Karnataka,1902,3699.2
Coastal Karnataka,1903,3317.4
Coastal Karnataka,1904,3141.1
Coastal Karnataka,1905,2652.4
Coastal Karnataka,1906,2836.0000000000005
Coastal Karnataka,1907,3535.2
Coastal Karnataka,1908,3655.500000000002
Coastal Karnataka,1909,3173.0000000000005
Coastal Karnataka,1910,3020.8
Coastal Karnataka,1911,2522.300000000001
Coastal Karnataka,1912,3396.1
Coastal Karnataka,1913,2836.2
Coastal Karnataka,1914,3872.8
Coastal Karnataka,1915,2648.9
Coastal Karnataka,1916,3467.8
Coastal Karnataka,1917,3424
Coastal Karnataka,1918,2510.9
Coastal Karnataka,1919,2918.1000000000013
Coastal Karnataka,1920,2789.200000000001
Coastal Karnataka,1921,3007.4
Coastal Karnataka,1922,3332.6000000000013
Coastal Karnataka,1923,3681.1
Coastal Karnataka,1924,3528.8
Coastal Karnataka,1925,3581.4
Coastal Karnataka,1926,2956.4
Coastal Karnataka,1927,3216.300000000001
Coastal Karnataka,1928,3339.6000000000013
Coastal Karnataka,1929,3663.4
Coastal Karnataka,1930,2912.7999999999993
Coastal Karnataka,1931,3842.5
Coastal Karnataka,1932,3423.4
Coastal Karnataka,1933,4139.4000000000015
Coastal Karnataka,1934,3011.7999999999993
Coastal Karnataka,1935,2886.1000000000013
Coastal Karnataka,1936,3324.7999999999993
Coastal Karnataka,1937,3314.2
Coastal Karnataka,1938,3150.9000000000005
Coastal Karnataka,1939,2744.2000000000007
Coastal Karnataka,1940,3724.000000000002
Coastal Karnataka,1941,2515.100000000001
Coastal Karnataka,1942,3502.800000000001
Coastal Karnataka,1943,3577.1
Coastal Karnataka,1944,2984.6
Coastal Karnataka,1945,3079.3999999999987
Coastal Karnataka,1946,4041.4
Coastal Karnataka,1947,3338.3
Coastal Karnataka,1948,3626.6
Coastal Karnataka,1949,3362.5000000000005
Coastal Karnataka,1950,3766.1
Coastal Karnataka,1951,3124.3
Coastal Karnataka,1952,2896.6
Coastal Karnataka,1953,3463.3
Coastal Karnataka,1954,3821.6
Coastal Karnataka,1955,3552.5
Coastal Karnataka,1956,3856.4
Coastal Karnataka,1957,3174.8
Coastal Karnataka,1958,3687.500000000002
Coastal Karnataka,1959,4330.9
Coastal Karnataka,1960,3504.3
Coastal Karnataka,1961,5553.900000000002
Coastal Karnataka,1962,4017.6
Coastal Karnataka,1963,3171.4999999999995
Coastal Karnataka,1964,3140.4
Coastal Karnataka,1965,2831.2
Coastal Karnataka,1966,2976.700000000001
Coastal Karnataka,1967,3181.700000000001
Coastal Karnataka,1968,3461.1000000000013
Coastal Karnataka,1969,3342.9
Coastal Karnataka,1970,4041.9
Coastal Karnataka,1971,3235.4
Coastal Karnataka,1972,2856.9999999999995
Coastal Karnataka,1973,3126
Coastal Karnataka,1974,3433.5
Coastal Karnataka,1975,4300
Coastal Karnataka,1976,2934.0000000000005
Coastal Karnataka,1977,3378.9
Coastal Karnataka,1978,3863.000000000002
Coastal Karnataka,1979,2823.5000000000005
Coastal Karnataka,1980,3762.1
Coastal Karnataka,1981,3848.6
Coastal Karnataka,1982,4090.7
Coastal Karnataka,1983,3942.1
Coastal Karnataka,1984,3359.1
Coastal Karnataka,1985,3015.7999999999993
Coastal Karnataka,1986,2934.5
Coastal Karnataka,1987,2716.1999999999994
Coastal Karnataka,1988,3466.6
Coastal Karnataka,1989,3215.6000000000013
Coastal Karnataka,1990,4120.5
Coastal Karnataka,1991,3719.7
Coastal Karnataka,1992,3882.1
Coastal Karnataka,1993,3481.300000000001
Coastal Karnataka,1994,4636.3
Coastal Karnataka,1995,3357.8
Coastal Karnataka,1996,3188.8
Coastal Karnataka,1997,3953.5
Coastal Karnataka,1998,3708.000000000002
Coastal Karnataka,1999,3779.8
Coastal Karnataka,2000,3351.4
Coastal Karnataka,2001,3111.7
Coastal Karnataka,2002,2793.2
Coastal Karnataka,2003,3071.9
Coastal Karnataka,2004,3069.8
Coastal Karnataka,2005,3470.9
Coastal Karnataka,2006,3837.3
Coastal Karnataka,2007,3860.300000000001
Coastal Karnataka,2008,3206.4
Coastal Karnataka,2009,3862.000000000002
Coastal Karnataka,2010,3686.7
Coastal Karnataka,2011,3908.6
Coastal Karnataka,2012,3137.1377719340185
Coastal Karnataka,2013,4229.499999999999
Coastal Karnataka,2014,3684.500000000002
Coastal Karnataka,2015,3105.9000000000005
Coastal Karnataka,2016,2619.7000000000007
Coastal Karnataka,2017,2947.6
North Interior Karnataka,1901,772.9000000000003
North Interior Karnataka,1902,716.1
North Interior Karnataka,1903,928.5
North Interior Karnataka,1904,578.6
North Interior Karnataka,1905,506.3
North Interior Karnataka,1906,783.9
North Interior Karnataka,1907,746.6999999999997
North Interior Karnataka,1908,595.1
North Interior Karnataka,1909,675.8000000000002
North Interior Karnataka,1910,759.5
North Interior Karnataka,1911,510
North Interior Karnataka,1912,758.8
North Interior Karnataka,1913,572.3
North Interior Karnataka,1914,824.9000000000003
North Interior Karnataka,1915,753.3
North Interior Karnataka,1916,1087.9
North Interior Karnataka,1917,823.9
North Interior Karnataka,1918,528.1
North Interior Karnataka,1919,727.0999999999997
North Interior Karnataka,1920,470.4
North Interior Karnataka,1921,583
North Interior Karnataka,1922,508.9
North Interior Karnataka,1923,602.6999999999998
North Interior Karnataka,1924,591.1999999999998
North Interior Karnataka,1925,642.8
North Interior Karnataka,1926,580.9999999999999
North Interior Karnataka,1927,680.8000000000002
North Interior Karnataka,1928,768.6
North Interior Karnataka,1929,598.1
North Interior Karnataka,1930,632.5999999999998
North Interior Karnataka,1931,719.2
North Interior Karnataka,1932,808.6999999999997
North Interior Karnataka,1933,947.2
North Interior Karnataka,1934,591.0999999999998
North Interior Karnataka,1935,714.9000000000003
North Interior Karnataka,1936,564.6
North Interior Karnataka,1937,552.4
North Interior Karnataka,1938,815.1
North Interior Karnataka,1939,653.9000000000002
North Interior Karnataka,1940,736.7
North Interior Karnataka,1941,535.6999999999998
North Interior Karnataka,1942,585.5
North Interior Karnataka,1943,879.2
North Interior Karnataka,1944,722.1999999999997
North Interior Karnataka,1945,544
North Interior Karnataka,1946,809
North Interior Karnataka,1947,786.4
North Interior Karnataka,1948,778.6
North Interior Karnataka,1949,763.3000000000003
North Interior Karnataka,1950,706.4
North Interior Karnataka,1951,708.4
North Interior Karnataka,1952,628.6
North Interior Karnataka,1953,891.0999999999997
North Interior Karnataka,1954,683.3000000000002
